Id,IsDeleted,MasterRecordId,AccountId,Salutation,FirstName,LastName,MiddleName,Suffix,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,OwnerId,HasOptedOutOfEmail,HasOptedOutOfFax,DoNotCall,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastCURequestDate,LastCUUpdateDate,EmailBouncedReason,EmailBouncedDate,Jigsaw,JigsawContactId,SmartvCard__Organization__c,qbdialer__CloseDate__c,qbdialer__CloseScore__c,qbdialer__ContactDate__c,qbdialer__ContactScoreId__c,qbdialer__ContactScore__c,qbdialer__Dials__c,qbdialer__LastCallTime__c,qbdialer__ResponseTime__c,LID__LinkedIn_Company_Id__c,LID__LinkedIn_Member_Token__c,Other_Email_s__c,Agree_to_FT_License_Agreement__c,Free_Trial_License_Key__c,Free_Trial_Project_Notes__c,Free_Trial_Start_Date__c,Free_Trial_Follow_Up_Notes__c,Free_Trial_Status__c,Signed_up_for_free_trial_on__c,Dev_Edition_Agree_to_License_Agreement__c,Dev_Edition_Date_Signed_Up__c,Free_Trial_Renewed_Date__c,zisf__Person_Has_Moved__c,zisf__ZoomInfo_Complete_Status__c,zisf__ZoomInfo_Email__c,zisf__ZoomInfo_Last_Clean_Run__c,zisf__ZoomInfo_Phone__c,zisf__Zoom_Clean_Status__c,zisf__zoom_id__c,zisf__zoom_lastupdated__c,Alternate_Email__c,LinkedIn_Profile__c,Goal_of_Developer_Edition__c,Goal_of_Developer_Edition_Other__c,Employee_Band__c,Original_Lead_Source__c,Meeting_Status__c
0031R00001uqEfiQAE,0,,0011R00001z18O5QAI,,??,Bloss,,,,,,,,,,,"9200 Shelbyville Road Louisville, KY 40222 Tel",Louisville,KY,40222,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,SVP & Chief Actuary/Product Design,,,Sales Activity,,,0053600000D5bx4AAB,0,0,0,2018-10-25,0053600000D5bx4AAB,2018-10-25,0053600000D5bx4AAB,10/25/18 17:06,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,linkedin.com/in/charles-bloss-570a6b5,,,,,
0031R00001uqHt9QAE,0,,0011R00001z18O5QAI,,??,Hypes,,,,,,,,,,,"9200 Shelbyville Road Louisville, KY 40222 Tel",Louisville,KY,40222,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,Chief Infrastructure & Data Officer,,,Sales Activity,,,0053600000D5bx4AAB,0,0,0,2018-10-25,0053600000D5bx4AAB,2018-10-25,0053600000D5bx4AAB,10/25/18 17:09,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,lilinkedin.com/in/jonathan-hypes-a2581532,,,,,
0031R00001uqJAdQAM,0,,0011R00001z18O5QAI,,??,Cook,,,,,,,,,,,"9200 Shelbyville Road Louisville, KY 40222 Tel",Louisville,KY,40222,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,SVP,,,Sales Activity,,,0053600000D5bx4AAB,0,0,0,2018-10-25,0053600000D5bx4AAB,2018-10-25,0053600000D5bx4AAB,10/25/18 17:13,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,linkedin.com/in/joe-cook-34b6ab4,,,,,
0031R00001uqdUoQAI,0,,0011R00001z1HaTQAU,,??,Clausen,,,,,,,,,,,211 N Robinson Avenue Suite 950,Oklahoma City,Oklahoma,73102,United States,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,Sr. Data Architect,,,DemandZen,,,00536000006DI2SAAW,0,0,0,2018-10-25,00536000006DI2SAAW,2018-10-26,00536000006DZLrAAO,10/26/18 23:44,2018-10-24,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,https://linkedin.com/in/davidclausen,,,,,
0031R00001uqePzQAI,0,,0011R00001z1IMjQAM,,??,Zdanowska,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,,,,Sales Activity,,,0051R00000EUebZQAT,0,0,0,2018-10-25,00536000006CbBOAA0,2018-11-08,00536000006CbBOAA0,11/8/18 8:39,2018-11-07,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001uqgKYQAY,0,,0013600001hrmL4AAI,,??,Faturechi,,,,,,,,,,,"2707 Cole Ave, 607",Dallas,Texas,75204,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,"Consultant, Operations Research & Advanced Analytics",,,Field Event,,,00536000006DI2SAAW,0,0,0,2018-10-26,00536000006DI2SAAW,2018-10-26,00536000006DI2SAAW,10/26/18 3:11,2018-09-14,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001uqgKsQAI,0,,0013600001hrmL4AAI,,??,Pariazar,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,OR analyst,,,Website-Developer Edition,,,00536000006DI2SAAW,0,0,0,2018-10-26,00536000006DI2SAAW,2018-10-26,00536000006DZLrAAO,10/26/18 3:13,2018-10-02,,,,,,,,,,,,,0,,,,,,0,,,,,Developer Edition,,1,2018-10-25,,,Not Compared,,,,Not Compared,,,,,Developing a prototype for potential production use,,,,
0031R00001uqgMKQAY,0,,0013600001ggw57AAA,,??,Deshmukh,,,,,,,,,,,900 Metro Center Boulevard,Foster City,California,94404,United States,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,Sr. Director,,,Field Event,,,00536000006DI2SAAW,0,0,0,2018-10-26,00536000006DI2SAAW,2018-10-26,00536000006DZLrAAO,10/26/18 23:44,2018-08-23,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001uqjTDQAY,0,,0011R00001z1PDtQAM,,??,Vega,,,,,,,,,,,4333 Edgewood Road NE,Cedar Rapids,Iowa,52499,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,CTO,,,Sales Activity,,,00536000006CbBOAA0,0,0,0,2018-10-26,00536000006CbBOAA0,2018-10-26,00536000006DZLrAAO,10/27/18 14:50,2018-10-27,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001uqjUQQAY,0,,0011R00001z1PDtQAM,,??,Hopewell,,,,,,,,,,,4333 Edgewood Road NE,Cedar Rapids,Iowa,52499,United States,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,Head of Data and Transformation,,,Sales Activity,,,00536000006CbBOAA0,0,0,0,2018-10-26,00536000006CbBOAA0,2018-10-26,00536000006DZLrAAO,10/26/18 22:42,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001uqnZRQAY,0,,0011R00001z1TSMQA2,,??,Rivera,,,,,,,,,,,403 Wasthington Ave,Montgomery,Alabama,36104,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,Big Data Manager,,,Trade Show,,,0053600000D5bx4AAB,1,0,0,2018-10-26,00536000008Ge5aAAC,2018-10-26,00536000008Ge5aAAC,10/26/18 22:52,2018-10-23,,,,,,,,,,,,,0,,,,,ricardoriveraperez@gmail.com,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001uqx3kQAA,0,,0011R00001z1n6RQAQ,,??,hui,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,developer,,,Website-Developer Edition,,,00536000006CfnPAAS,0,0,0,2018-10-29,00536000006CfnPAAS,2018-10-29,00536000006DZLrAAO,11/9/18 9:09,2018-11-09,,,,,,,,,,,,,0,,,,,,1,9a22c8bb120001e2b744e29181b4c3309921c341dd8ac26802a8f099dfca66fb154135720086472c29a9b1ab99c8eaf6732080fcfec4efc16e3bb5d64da67ad29a71bb0971149830133277fa00be69944434ced6ce,,2018-10-22,,Approved,2018-10-29,1,2018-10-29,,,Not Compared,,,,Not Compared,,,,,Developing a prototype for potential production use,,,,
0031R00001uqx3uQAA,0,,0013600001odikCAAQ,,??,Fang,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,,,,Website - Content Download,,,00536000006CfnPAAS,0,0,0,2018-10-29,00536000006CfnPAAS,2018-10-29,00536000006DZLrAAO,11/6/18 17:47,2018-11-06,,,,,,,,,,,,,0,,,,,,0,,,,,Developer Edition,,1,2018-10-29,,,Not Compared,,,,Not Compared,,,,,Comparing it to other graph databases,,,,
0031R00001uqx3zQAA,0,,0013600001odikCAAQ,,??,chen,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,Enterprise Business President,,,Google AdWords,,,00536000006CfnPAAS,0,0,0,2018-10-29,00536000006CfnPAAS,2018-10-29,00536000006DZLrAAO,10/29/18 8:13,2018-10-09,,,,,,,,,,,,,0,,,,,,0,,,,,Developer Edition,,1,2018-10-29,,,Not Compared,,,,Not Compared,,,,https://www.linkedin.com/in/kevin-chen-99733197/,Developing a prototype for potential production use,,,,
0031R00001uqx4JQAQ,0,,0013600001odikCAAQ,,??,z,,,,,,,,,,,,,,,,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,enginer,,,Website - Content Download,,,00536000006CfnPAAS,0,0,0,2018-10-29,00536000006CfnPAAS,2018-10-29,00536000006CfnPAAS,10/29/18 8:16,2018-09-19,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001uqx4OQAQ,0,,0013600001odikCAAQ,,??,Hu,,,,,,,,,,,"2330 central express way,",santa clara,California,95050,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,VP,,,Trade Show,,,00536000006CfnPAAS,0,0,0,2018-10-29,00536000006CfnPAAS,2018-10-29,00536000006CfnPAAS,10/29/18 8:16,2018-10-23,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001uqx4iQAA,0,,0013600001odikCAAQ,,??,Bortoli,,,,,,,,,,,Hansaallee 205,Germany,,40549,Germany,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,Senior Research Engineer,,,Field Event,,,00536000006CfnPAAS,0,0,0,2018-10-29,00536000006CfnPAAS,2018-10-29,00536000006CfnPAAS,10/29/18 8:17,2018-10-01,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001uqx4nQAA,0,,0013600001odikCAAQ,,??,Wang,,,,,,,,,,,"Bantian, Huawei Base",Shenzhen,,518129,China,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,Architect,,,Trade Show,,,00536000006CfnPAAS,0,0,0,2018-10-29,00536000006CfnPAAS,2018-10-29,00536000006CfnPAAS,10/29/18 8:17,2018-06-19,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001uqx4xQAA,0,,0013600001odikCAAQ,,??,?,,,,,,,,,,,,,,,,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,?????,,,Website - Chinese Site,,,00536000006CfnPAAS,0,0,0,2018-10-29,00536000006CfnPAAS,2018-10-29,00536000006CfnPAAS,10/29/18 8:18,2018-10-25,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001uqx57QAA,0,,0013600001odikCAAQ,,??,ran,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,developer,,,Website-Developer Edition,,,00536000006CfnPAAS,0,0,0,2018-10-29,00536000006CfnPAAS,2018-10-29,00536000006DZLrAAO,10/29/18 8:24,2018-10-04,,,,,,,,,,,,,0,,,,,,0,,,,,Developer Edition,,1,2018-10-29,,,Not Compared,,,,Not Compared,,,,,Developing a prototype for potential production use,,,,
0031R00001uqx8VQAQ,0,,0011R00001z1n6RQAQ,,??,xinghai,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,java,,,Website-Developer Edition,,,00536000006CfnPAAS,0,0,0,2018-10-29,00536000006CfnPAAS,2018-10-29,00536000006DZLrAAO,11/9/18 6:19,2018-11-08,,,,,,,,,,,,,0,,,,,,0,,,,,Developer Edition,,1,2018-10-29,,,Not Compared,,,,Not Compared,,,,,Developing a prototype for potential production use,,,,
0031R00001uqx9JQAQ,0,,0011R00001z1nIhQAI,,??,Jin,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,,,,Customer,,,0053600000D5c3CAAR,0,0,0,2018-10-29,0053600000D5c3CAAR,2018-10-29,0053600000D5c3CAAR,10/29/18 9:23,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001uqxGtQAI,0,,0013600001q9CHZAA2,,??,chen,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,pm,,,Website-Free Trial,,,0053600000D5c3CAAR,0,0,0,2018-10-29,00536000006CfnPAAS,2018-10-29,00536000006DZLrAAO,10/29/18 9:41,2018-10-25,,,,,,,,,,,,,0,,,,,,1,733cb89bece92c22735b44ad5d527a8e79508929fd545a2398263d7fc31d38c11543457991f17bf57e15c8b0dd72fd519fb7e04c1ade40b11e6ef4fe20defa5447cd945961c0fde2f8a3e2766a04ef30095681da47be91fe4b8abcaec960eec3ae82955c3c,,2018-10-29,,Approved,2018-10-29,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vPkHiQAK,0,,0013600001aAZsEAAW,,??,Smith,,,,,,,,,,,3800 Citigroup Center Drive Building A,Tampa,Florida,33610,United States,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,Vice President and Lead Data Scientist,,,DemandZen,,,00536000006DdI0AAK,0,0,0,2018-10-29,00536000006DdI0AAK,2018-10-29,00536000006DdI0AAK,11/14/18 18:00,2018-11-14,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,https://linkedin.com/in/brandon-smith-m-s-48121b5b,,,,,
0031R00001vPm3iQAC,0,,0013600000JRBKAAA5,,??,Gunnu,,,,,,,,,,,1701 John F Kennedy Blvd,Philadelphia,Pennsylvania,19103,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,"Sr. Director, Data Science",,,Trade Show,,,0053600000D6H6NAAV,0,0,0,2018-10-29,00536000008Ge5aAAC,2018-10-29,00536000008Ge5aAAC,10/29/18 23:04,2018-10-29,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vPngTQAS,0,,0011R00001z1yFsQAI,,??,Darbare,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,"Director, Data Systems",,,Website,,,0053600000D5bx4AAB,0,0,0,2018-10-30,0053600000D5bx4AAB,2018-10-30,0053600000D5bx4AAB,11/9/18 20:10,2018-11-09,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vPnhCQAS,0,,0011R00001z1yGbQAI,,??,Farnell,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,"Director, Data Engineering and Visualization",,,Website - Contact Us,,,0053600000D5bx4AAB,0,0,0,2018-10-30,0053600000D5bx4AAB,2018-10-30,0053600000D5bx4AAB,11/12/18 14:39,2018-11-12,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,linkedin.com/in/jamie-farnell-08a76215,,,,,
0031R00001vPnhqQAC,0,,0011R00001z1yJBQAY,,???,Zheng,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,CISO,,,Other,,,0053600000D5bx4AAB,0,0,0,2018-10-30,0053600000D5bx4AAB,2018-10-30,0053600000D5bx4AAB,11/13/18 2:11,2018-11-12,,,,,,,,,,,,,0,,,,,"LifeOmic is a rapidly growing technology company pioneering the use of DNA sequencing and big data analytics to advance the development of precision medicine. The LifeOmic Precision Medicine PlatformTM is a secure cloud service for the long-term storage, retrieval, analysis and clinical use of genomic and other medical information. LifeOmic's founder and CEO Don Brown, MD is one of Indiana's most successful entrepreneurs. Dr. Brown founded two of the first three software companies in Indiana to be publicly traded on NASDAQ.",0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,linkedin.com/in/erkang,,,,,
0031R00001vPniFQAS,0,,0011R00001z1yJQQAY,,???,Ives,,,,,,,,,,,3 Trask Lane,Danvers,Massachusetts,1923,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,Senior Informatics Architect,,,Website,,,0053600000D5bx4AAB,1,0,0,2018-10-30,0053600000D5bx4AAB,2018-11-08,0053600000D5bx4AAB,11/8/18 14:47,2018-11-08,,,,,,,,,,,,,0,,,,,,1,a41eb01fc2afd40fe3553dd07d2f10053ac38791e8e8bd07f2b86c06106265dc1540001345a7f46e2557fa12d3069c6ee786714124aeea46460fe8b5987a3d1d5eec00a1018f875595a769d478c0a02a93ec5ce005fa0b2bb86f18ea923732f293355447cb,Compare with Neo4j and Neptune.  Make a choice.,2018-10-04,,Approved,2018-11-08,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vPzlUQAS,0,,0013600001vOwYyAAK,,???,??,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,,,,Website,,,0053600000D5c3CAAR,0,0,0,2018-10-31,0053600000D5c3CAAR,2018-11-07,00536000006DZLrAAO,11/7/18 0:58,2018-10-18,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vPzqyQAC,0,,0013600001PFZeRAAX,,????,??,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,????,,,Customer,,,0053600000D5c3CAAR,0,0,0,2018-10-31,0053600000D5c3CAAR,2018-10-31,0053600000D5c3CAAR,10/31/18 1:33,2018-10-09,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vQ063QAC,0,,0013600001XUrrqAAD,,????,??,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,,,,Website,,,0053600000D5c3CAAR,0,0,0,2018-10-31,0053600000D5c3CAAR,2018-10-31,0053600000D5c3CAAR,10/31/18 2:47,2018-10-13,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vQ1TQQA0,0,,0013600001uNEopAAG,,????,??,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,java???,,,Other,,,0053600000D5c3CAAR,0,0,0,2018-10-31,0053600000D5c3CAAR,2018-10-31,0053600000D5c3CAAR,10/31/18 9:46,2018-10-14,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vQ2AUQA0,0,,0011R00001z2FSEQA2,,?????,Whetsel,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,chief Data Scientist,,,Website - Content Download,,,0053600000D6H6NAAV,0,0,0,2018-10-31,0053600000D6H6NAAV,2018-10-31,00536000006DZLrAAO,10/31/18 12:55,2018-10-27,,,,,,,,,,,,,0,,,,,,0,,,,,Developer Edition,,1,2018-10-31,,,Not Compared,,,,Not Compared,,,,,Developing a prototype for potential production use,,,,
0031R00001vQ5QvQAK,0,,0013600001t1PZvAAM,,?????,Misiewicz,,,,,,,,,,,"33126 Magnolia Cir suite b, Magnolia, TX 77354",,Texas,,United States,,,,(650) 206-8888,,(650) 206-8888,,,,0033600001qTODUAA4,anonymized@vrgcorporation.com,Controller,,,Sales Activity,,,0053600000D5bx4AAB,0,0,0,2018-10-31,0053600000D5bx4AAB,2018-11-06,0053600000D5bx4AAB,11/13/18 23:40,2018-11-13,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vQWvYQAW,0,,0013600001uNEopAAG,,??????,??,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,,,,Webinar,,,0053600000D5c3CAAR,0,0,0,2018-11-05,0053600000D5c3CAAR,2018-11-05,0053600000D5c3CAAR,11/5/18 2:43,2018-09-29,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vQXkQQAW,0,,0013600001uNEopAAG,,Aaqib,??,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,,,,Website,,,0053600000D5c3CAAR,0,0,0,2018-11-05,0053600000D5c3CAAR,2018-11-07,00536000006DZLrAAO,11/7/18 3:03,2018-11-06,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vQY8kQAG,0,,0011R00001zc7a0QAA,,Aaron,qu,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,engineer,,,Website-Free Trial,,,00536000006CfnPAAS,0,0,0,2018-11-05,00536000006CfnPAAS,2018-11-05,00536000006DZLrAAO,11/7/18 12:12,2018-11-07,,,,,,,,,,,,,0,,,,,,1,95f993ffaaf8e17effac0d5db4b46df062889d6a9bf81d6246980b3b0e2107731542606800534b737cfb26be23b4612d36ae883edbf8536699bc341bc3e66a53635a1e09380ff24a1acac3ba71e4d31ab9999fa584,,2018-11-05,,Approved,2018-11-05,1,2018-11-05,,,Not Compared,,,,Not Compared,,,,,Self-learning,,,,
0031R00001vQYGKQA4,0,,0013600001a9vBDAAY,,Aaron,yang,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,it,,,Website-Free Trial,,,00536000006CfnPAAS,0,0,0,2018-11-05,00536000006CfnPAAS,2018-11-05,00536000006CfnPAAS,11/9/18 0:44,2018-11-08,,,,,,,,,,,,,0,,,,,,1,,,,,Pending,2018-11-05,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vQgyFQAS,0,,0013600001nv4FJAAY,,Aaron,??,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,??????,,,Website,,,0053600000D5c3CAAR,0,0,0,2018-11-06,0053600000D5c3CAAR,2018-11-06,0053600000D5c3CAAR,11/6/18 5:54,2018-10-18,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vQh7RQAS,0,,0011R00001zcYz2QAE,,Abbey,??,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,?????,,,Website,,,0053600000D5c3CAAR,0,0,0,2018-11-06,0053600000D5c3CAAR,2018-11-06,0053600000D5c3CAAR,11/6/18 7:37,2018-10-07,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vQh85QAC,0,,0011R00001zcYz2QAE,,Abhilash,?,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,,,,Customer,,,0053600000D5c3CAAR,0,0,0,2018-11-06,0053600000D5c3CAAR,2018-11-06,0053600000D5c3CAAR,11/6/18 7:57,2018-10-09,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vQh9XQAS,0,,0013600001XUrrqAAD,,Abhinav,Zhang,,,,,,,,,,,,new york,,,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,U.S. Data and Analytics Officer,,,Field Event,,,0053600000D5c3CAAR,0,0,0,2018-11-06,0053600000D5c3CAAR,2018-11-06,0053600000D5c3CAAR,11/6/18 8:15,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vQhA6QAK,0,,0013600001XUrrqAAD,,Abhishek,Xie,,,,,,,,,,,"277 Park ave, fl30",NEW YORK,New York,,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,IT Manager,,,Customer,,,0053600000D5c3CAAR,0,0,0,2018-11-06,0053600000D5c3CAAR,2018-11-06,0053600000D5c3CAAR,11/6/18 8:20,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vQqFnQAK,0,,0011R00001z18O5QAI,,Abhishek,Hutton,,,,,,,,,,,"9200 Shelbyville Road Louisville, KY 40222 Tel",Louisville,KY,40222,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,"Vice President, Senior Data Scientist",,,Sales Activity,,,0053600000D5bx4AAB,0,0,0,2018-11-07,0053600000D5bx4AAB,2018-11-07,00536000006DZLrAAO,11/7/18 1:18,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vQrkgQAC,0,,0013600000JRBLHAA5,,Abhra,Kale,,,,,,,,,,,321 Park Ave,San Jose,CA,95113,United States,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,Senior Applied Researcher,,,Sales Activity,,,00536000006DI2SAAW,0,0,0,2018-11-07,00536000006DI2SAAW,2018-11-08,00536000006DI2SAAW,11/8/18 0:33,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vQrrdQAC,0,,0011R00001zd4RmQAI,,Achi,hong,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,???????,,,Website-Free Trial,,,00536000006CfnPAAS,0,0,0,2018-11-07,00536000006CfnPAAS,2018-11-07,00536000006CfnPAAS,11/7/18 7:28,2018-11-06,,,,,,,,,,,,,0,,,,,,1,70ee1bff74ea65bda3561ffa4481d0cf402cf5d4bfbfd744f95c459e2c5c8d791544303677d17238f7ec191db01e34603a7688cf13d152f697c1c1fc992d11027a7b84018d7e838c8d7368f9941d30f3dfd2ba9178f934e6ae035f2c43779b6f6797b14713,,2018-11-06,,Approved,2018-11-06,0,,,,Not Compared,,,,Not Compared,,,,,,,,,
0031R00001vQs2vQAC,0,,0013600001odikCAAQ,,Adam,ting,,,,,,,,,,,,,,,,,,,(650) 206-8888,,,,,,,anonymized@vrgcorporation.com,??????,,,Website-Developer Edition,,,00536000006CfnPAAS,0,0,0,2018-11-07,00536000006CfnPAAS,2018-11-07,00536000006CfnPAAS,11/7/18 6:57,2018-10-30,,,,,,,,,,,,,0,,,,,,1,,,,,Developer Edition,2018-11-06,1,2018-11-06,,,Not Compared,,,,Not Compared,,,,,,,,,
